50000001	3.9056560128E11	4.119048192E10	-8.931833856E11	30000777	30000778
50000002	6.45310181376E12	9.581822976E12	1.35106547712E12	30000777	30000761
50000003	-1.025456222208E13	-1.08680736768E12	-2.33751932928E12	30000777	30000782
50000004	8.53373952E11	1.52484864E11	-4.1861419008E11	30001386	30001389
50000005	-1.00134014976E12	-1.7891561472E11	1.41416828928E12	30001386	30001391
50000006	1.50239612928E12	-3.58565474304E12	-9.877948416E11	30000756	30000750
50000007	-3.8286053376E11	3.507449856E10	-9.26140416E10	30000756	30000757
50000008	7.29649152E9	-3.85989439488E12	1.09133672448E12	30000756	30000743
50000009	-3.8285758464E11	3.50754816E10	-9.261305856E10	30000756	30000759
50000010	-3.680922624E12	-2.4165986304E11	7.9157366784E11	30002846	30002848
50000011	-5.394419712E10	-3.53685504E9	1.3805457408E11	30002846	30002851
50000012	-3.68091746304E12	-2.4163602432E11	7.9159382016E11	30002846	30002852
50000013	4.6702669824E11	-1.732497408E10	-7.5802177536E11	30001561	30001564
50000014	4.6702153728E11	-1.735225344E10	-7.5802423296E11	30001561	30001565
50000015	-5.6014245888E11	2.080198656E10	1.296420864E10	30001561	30001567
50000016	7.24919808E12	8.5782687744E11	1.89414322176E12	30003009	30003010
50000017	7.24919635968E12	8.5782786048E11	1.89414027264E12	30003009	30003011
50000018	-7.957499904E10	-9.43460352E9	1.493815296E10	30003009	30003012
50000019	-7.958556672E10	-9.41371392E9	1.492881408E10	30003009	30003013
50000020	7.24919291904E12	8.5781999616E11	1.8941503488E12	30003009	30003014
50000021	4.564537344E10	5.35007232E9	-1.8203553792E11	30003009	30003016
50000022	-1.1051255808E12	-1.308874752E11	4.20385247232E12	30001356	30001358
50000023	-1.8025156608E11	-4.58814369792E12	-1.34098907136E12	30001356	30001388
50000024	3.9217164288E11	4.641288192E10	1.51055192064E12	30001356	30001361
50000025	7.8968475648E11	6.53856768E9	-3.08347416576E12	30000009	30000010
50000026	2.42539081728E12	-1.1164962816E11	-1.5434631168E12	30000678	30000682
50000027	2.42540826624E12	-1.1159064576E11	-1.54348572672E12	30000678	30000683
50000028	-1.06511806464E12	-2.05207744512E12	-2.1609302016E12	30000678	30000670
50000029	2.3171518464E11	-1.064251392E10	1.845614592E11	30000678	30000684
50000030	1.2380166144E12	-1.08562624512E12	6.7616698368E11	30004077	30003473
50000031	-5.4422163456E11	6.705180672E10	-1.52250396672E12	30004077	30004082
50000032	1.60970993664E12	3.08940337152E12	1.3658093568E12	30001562	30001536
50000033	-1.6147740672E12	-2.3385010176E11	-8.1904226304E11	30001562	30001566
50000034	7.8091948032E11	-6.732730368E10	-1.56168646656E12	30001533	30001534
50000035	3.61997316096E12	-3.1208189952E11	1.57976137728E12	30001533	30001539
50000036	-9.014654976E11	8.208420864E10	1.1482294272E12	30000770	30000772
50000037	-2.1701726208E11	1.97044224E10	-2.8424810496E11	30000770	30000773
50000038	6.7524071424E11	-4.05805830144E12	-3.9790841856E11	30000770	30000780
50000039	-5.36019308544E12	7.9364124672E11	-3.64113924096E12	30004078	30004079
50000040	-5.36022306816E12	7.9362772992E11	-3.6411426816E12	30004078	30004081
50000041	-3.15075858432E12	4.6699917312E11	-1.6045056E10	30004078	30004082
50000042	-5.36022454272E12	7.9362551808E11	-3.64114046976E12	30004078	30004083
50000043	-9.39012096E9	-8.8240128E8	-1.3211553792E11	30000254	30000255
50000044	1.41276991488E12	1.3432295424E11	3.8620950528E11	30000254	30000256
50000045	-2.4427689984E12	-2.3242272768E11	5.7576271872E11	30000254	30000257
50000046	-2.44282994688E12	-2.3255273472E11	5.7575190528E11	30000254	30000260
50000047	-2.224705536E10	3.18615552E9	-7.31191296E10	30001075	30001076
50000048	-2.224287744E10	3.1807488E9	-7.31191296E10	30001075	30001081
50000049	-8.6804926464E11	1.93404628992E12	-2.08197808128E12	30001075	30001117
50000050	-9.8953334784E11	-3.428978688E10	2.8003086336E11	30002847	30002848
50000051	1.04405815296E12	6.85320192E10	-1.47609612288E12	30002847	30002289
50000052	8.9996587008E11	3.117477888E10	1.37644068864E12	30002847	30002849
50000053	1.00148047872E12	-1.23645579264E12	8.6129405952E11	30002847	30002820
50000054	1.31891245056E12	-6.760476672E10	-3.57349085184E12	30002103	30002105
50000055	-1.79286134784E12	3.78401820672E12	-1.6902402048E11	30002103	30002122
50000056	3.3151635456E11	4.359745536E10	-5.8635399168E11	30000001	30000003
50000057	-1.10611427328E12	-1.45449984E11	1.827772416E11	30000001	30000005
50000058	3.3151758336E11	4.361023488E10	-5.8634366976E11	30000001	30000007
50000059	-7.8433161216E11	5.560823808E10	-9.4379446272E11	30001016	30001018
50000060	2.51288530944E12	-1.7810460672E11	-1.11569793024E12	30001016	30001019
50000061	5.0360537088E11	-3.571224576E10	5.5613067264E11	30001016	30001020
50000062	1.12046936064E12	7.14283008E10	9.027612672E10	30000771	30000775
50000063	1.7641181184E11	-5.13552384E9	1.236946944E10	30003487	30003489
50000064	6.4268316672E11	-2.85184167936E12	2.54367584256E12	30003487	30003501
50000065	6.71964401664E12	4.1018904576E11	5.25624496128E12	30002117	30002119
50000066	-1.00762226688E12	-6.167801856E10	3.238416384E10	30002117	30002120
50000067	1.43831298048E12	8.674701312E10	-6.0565598208E11	30000002	30000005
50000068	-7.3419362304E11	9.596749824E11	-1.22311643136E12	30000002	30002973
50000069	3.022043136E11	3.7644171264E12	1.4278821888E12	30004967	30002632
50000070	8.0782012416E11	-1.383100416E10	-1.95448541184E12	30004967	30004968
50000072	-1.0581479424E11	1.81260288E9	1.602392064E10	30004967	30004972
50000074	-2.13296984064E12	-2.8258553856E11	1.05536385024E12	30000552	30000554
50000075	-1.18964269056E12	-1.5763992576E11	-3.30061737984E12	30000552	30000555
50000076	2.09013313536E12	3.24410241024E12	-1.771210752E11	30000552	30000774
50000077	-1.189628928E12	-1.5762812928E11	-3.30062573568E12	30000552	30000557
50000078	-3.1918215168E11	-1.952944128E10	4.07394127872E12	30000666	30000667
