10000001	20000001	30000001	Tanoo	-8.85107925999806e+16	4.23694439668789e+16	-4.45135253464797e+16	0.858324068848468
10000001	20000001	30000002	Lashesih	-1.03300968263126e+17	4.17075035682699e+16	-2.98563041297951e+16	0.751689146697987
10000001	20000001	30000003	Akpivem	-9.11741411330753e+16	4.39382274862472e+16	-5.64828243833399e+16	0.846292352426726
10000001	20000001	30000004	Jark	-9.36759263521789e+16	5.06042449623289e+16	-2.84035291069217e+16	0.817000531228727
10000001	20000001	30000005	Sasta	-9.47821579619976e+16	4.31262473529033e+16	-3.1896707679918e+16	0.814336728101234
10000001	20000001	30000006	Zaid	-8.47921511388562e+16	5.23134557981793e+16	-5.70739345298823e+16	0.864229153396284
10000001	20000001	30000007	Yuzier	-9.03675090131102e+16	5.34477009309433e+16	-4.90403990377699e+16	0.906555510469601
10000001	20000001	30000008	Nirbhi	-9.15761035363885e+16	5.73328027393277e+16	-5.52550579645263e+16	0.882115714763018
10000001	20000002	30000009	Sooma	-8.40947311402152e+16	6.92059288041607e+16	-7.52260521388288e+16	0.57781948156321
10000001	20000002	30000010	Chidah	-8.05888565201208e+16	6.16455572873768e+16	-7.97709316684619e+16	0.539052013003089
10000001	20000002	30000011	Shenela	-6.95754633348552e+16	5.71223254405147e+16	-8.06598352028446e+16	0.456959354735403
10000001	20000002	30000012	Asabona	-8.87870782997732e+16	5.75303545139837e+16	-9.63090751039115e+16	0.322884272450518
10000001	20000002	30000013	Onsooh	-8.1778742628362e+16	6.02526936619569e+16	-8.66354266261767e+16	0.442816632886763
10000001	20000002	30000014	Shamahi	-7.77507097384211e+16	7.17225334351103e+16	-8.79220108900039e+16	0.355242291075942
10000001	20000002	30000015	Sendaya	-7.50358854752398e+16	4.7720998612e+16	-9.51724082940452e+16	0.293932972095294
10000001	20000002	30000016	Nazhgete	-8.36311552966969e+16	6.37237853971603e+16	-8.98137899485139e+16	0.391497055683935
10000001	20000003	30000017	Futzchag	-6.40985839685295e+16	4.12719734655652e+16	-1.01139230377519e+17	0.172228559767585
10000001	20000003	30000018	Kazna	-7.01424246912462e+16	3.84885821531904e+16	-9.67204101069244e+16	0.231262625040188
10000001	20000003	30000019	Podion	-5.87098578016163e+16	2.60445093863922e+16	-1.01528995159068e+17	0.109704972598651
10000001	20000003	30000020	Lilmad	-7.28553803199239e+16	5.29099261144358e+16	-1.0816527393548e+17	0.1604491933025
10000001	20000003	30000021	Kuharah	-7.43798108537478e+16	3.25389695310869e+16	-1.00531188490154e+17	0.189705283105681
10000001	20000003	30000022	Jayneleb	-6.08394279541966e+16	3.30317909502893e+16	-1.05458726104477e+17	0.113839956995903
10000001	20000004	30000023	Fovihi	-8.15533441122512e+16	5.04512574116074e+16	-5.11546338809836e+16	0.869394349221088
10000001	20000004	30000024	Kiereend	-7.74790809111428e+16	5.11341797154669e+16	-4.78852334824982e+16	0.840834548322929
10000001	20000004	30000025	Rashy	-7.41810587708783e+16	5.09987901588997e+16	-4.42919303109199e+16	0.803265994106465
10000001	20000004	30000026	Ordize	-6.6874602332344e+16	4.73055394392106e+16	-4.16044513798551e+16	0.695564173138387
10000001	20000004	30000027	Psasa	-7.21838857853403e+16	4.29844098654126e+16	-4.50812039936184e+16	0.74991328878682
10000001	20000004	30000028	Eshtah	-7.1223584228662e+16	5.07527859411889e+16	-4.6482687207261e+16	0.768432631428651
10000001	20000004	30000029	Lachailes	-6.14187009632582e+16	3.95082267566463e+16	-3.63463751329509e+16	0.573051226792107
10000001	20000004	30000030	Kasrasi	-5.9932279484658e+16	4.32334111971293e+16	-4.15647245053966e+16	0.573075677011312
10000001	20000005	30000031	Mohas	-8.09313683913977e+16	2.66124516712007e+16	-2.61741709307935e+16	0.681783438209048
10000001	20000005	30000032	Hasiari	-8.78957102276095e+16	3.90624663821354e+16	-2.68005754625334e+16	0.798187617055237
10000001	20000005	30000033	Radima	-8.66697094477018e+16	3.02538914921902e+16	-2.31092186396052e+16	0.75391995235005
10000001	20000005	30000034	Alkez	-8.06056448031638e+16	3.65895803365393e+16	-2.24090232773571e+16	0.782122909851242
10000001	20000005	30000035	Nimambal	-7.89729291083951e+16	2.20216957337664e+16	-3.04376977447003e+16	0.594050570256138
