50000001	390565601280	41190481920	-893183385600	NULL	NULL	NULL
50000002	6453101813760	9581822976000	1351065477120	NULL	NULL	NULL
50000003	-10254562222080	-1086807367680	-2337519329280	NULL	NULL	NULL
50000004	853373952000	152484864000	-418614190080	NULL	NULL	NULL
50000005	-1001340149760	-178915614720	1414168289280	NULL	NULL	NULL
50000006	1502396129280	-3585654743040	-987794841600	NULL	NULL	NULL
50000007	-382860533760	35074498560	-92614041600	NULL	NULL	NULL
50000008	7296491520	-3859894394880	1091336724480	NULL	NULL	NULL
50000009	-382857584640	35075481600	-92613058560	NULL	NULL	NULL
50000010	-3680922624000	-241659863040	791573667840	NULL	NULL	NULL
50000011	-53944197120	-3536855040	138054574080	NULL	NULL	NULL
50000012	-3680917463040	-241636024320	791593820160	NULL	NULL	NULL
50000013	467026698240	-17324974080	-758021775360	NULL	NULL	NULL
50000014	467021537280	-17352253440	-758024232960	NULL	NULL	NULL
50000015	-560142458880	20801986560	12964208640	NULL	NULL	NULL
50000016	7249198080000	857826877440	1894143221760	NULL	NULL	NULL
50000017	7249196359680	857827860480	1894140272640	NULL	NULL	NULL
50000018	-79574999040	-9434603520	14938152960	NULL	NULL	NULL
50000019	-79585566720	-9413713920	14928814080	NULL	NULL	NULL
50000020	7249192919040	857819996160	1894150348800	NULL	NULL	NULL
50000021	45645373440	5350072320	-182035537920	NULL	NULL	NULL
50000022	-1105125580800	-130887475200	4203852472320	NULL	NULL	NULL
50000023	-180251566080	-4588143697920	-1340989071360	NULL	NULL	NULL
50000024	392171642880	46412881920	1510551920640	NULL	NULL	NULL
50000025	789684756480	6538567680	-3083474165760	NULL	NULL	NULL
50000026	2425390817280	-111649628160	-1543463116800	NULL	NULL	NULL
50000027	2425408266240	-111590645760	-1543485726720	NULL	NULL	NULL
50000028	-1065118064640	-2052077445120	-2160930201600	NULL	NULL	NULL
50000029	231715184640	-10642513920	184561459200	NULL	NULL	NULL
50000030	1238016614400	-1085626245120	676166983680	NULL	NULL	NULL
50000031	-544221634560	67051806720	-1522503966720	NULL	NULL	NULL
50000032	1609709936640	3089403371520	1365809356800	NULL	NULL	NULL
50000033	-1614774067200	-233850101760	-819042263040	NULL	NULL	NULL
50000034	780919480320	-67327303680	-1561686466560	NULL	NULL	NULL
50000035	3619973160960	-312081899520	1579761377280	NULL	NULL	NULL
50000036	-901465497600	82084208640	1148229427200	NULL	NULL	NULL
50000037	-217017262080	19704422400	-284248104960	NULL	NULL	NULL
50000038	675240714240	-4058058301440	-397908418560	NULL	NULL	NULL
50000039	-5360193085440	793641246720	-3641139240960	NULL	NULL	NULL
50000040	-5360223068160	793627729920	-3641142681600	NULL	NULL	NULL
50000041	-3150758584320	466999173120	-16045056000	NULL	NULL	NULL
50000042	-5360224542720	793625518080	-3641140469760	NULL	NULL	NULL
50000043	-9390120960	-882401280	-132115537920	NULL	NULL	NULL
50000044	1412769914880	134322954240	386209505280	NULL	NULL	NULL
50000045	-2442768998400	-232422727680	575762718720	NULL	NULL	NULL
50000046	-2442829946880	-232552734720	575751905280	NULL	NULL	NULL
50000047	-22247055360	3186155520	-73119129600	NULL	NULL	NULL
50000048	-22242877440	3180748800	-73119129600	NULL	NULL	NULL
50000049	-868049264640	1934046289920	-2081978081280	NULL	NULL	NULL
50000050	-989533347840	-34289786880	280030863360	NULL	NULL	NULL
50000051	1044058152960	68532019200	-1476096122880	NULL	NULL	NULL
50000052	899965870080	31174778880	1376440688640	NULL	NULL	NULL
50000053	1001480478720	-1236455792640	861294059520	NULL	NULL	NULL
50000054	1318912450560	-67604766720	-3573490851840	NULL	NULL	NULL
50000055	-1792861347840	3784018206720	-169024020480	NULL	NULL	NULL
50000056	331516354560	43597455360	-586353991680	NULL	NULL	NULL
50000057	-1106114273280	-145449984000	182777241600	NULL	NULL	NULL
50000058	331517583360	43610234880	-586343669760	NULL	NULL	NULL
50000059	-784331612160	55608238080	-943794462720	NULL	NULL	NULL
50000060	2512885309440	-178104606720	-1115697930240	NULL	NULL	NULL
50000061	503605370880	-35712245760	556130672640	NULL	NULL	NULL
50000062	1120469360640	71428300800	90276126720	NULL	NULL	NULL
50000063	176411811840	-5135523840	12369469440	NULL	NULL	NULL
50000064	642683166720	-2851841679360	2543675842560	NULL	NULL	NULL
50000065	6719644016640	410189045760	5256244961280	NULL	NULL	NULL
50000066	-1007622266880	-61678018560	32384163840	NULL	NULL	NULL
50000067	1438312980480	86747013120	-605655982080	NULL	NULL	NULL
50000068	-734193623040	959674982400	-1223116431360	NULL	NULL	NULL
50000069	302204313600	3764417126400	1427882188800	NULL	NULL	NULL
50000070	807820124160	-13831004160	-1954485411840	NULL	NULL	NULL
50000072	-105814794240	1812602880	16023920640	NULL	NULL	NULL
50000074	-2132969840640	-282585538560	1055363850240	NULL	NULL	NULL
50000075	-1189642690560	-157639925760	-3300617379840	NULL	NULL	NULL
50000076	2090133135360	3244102410240	-177121075200	NULL	NULL	NULL
50000077	-1189628928000	-157628129280	-3300625735680	NULL	NULL	NULL
50000078	-319182151680	-19529441280	4073941278720	NULL	NULL	NULL
50000079	-1167800033280	2878548664320	3249042677760	NULL	NULL	NULL
50000080	500404346880	30592819200	54929203200	NULL	NULL	NULL
50000081	-1622243696640	-4192147906560	-17304821760	NULL	NULL	NULL
50000082	-312262287360	256204800	184739635200	NULL	NULL	NULL
50000083	10882286346240	-9030328320	-2526866595840	NULL	NULL	NULL
50000084	-312241889280	285204480	184774287360	NULL	NULL	NULL
50000085	10882297651200	-9023201280	-2526868070400	NULL	NULL	NULL
50000086	-415756738560	69830615040	373353062400	NULL	NULL	NULL
50000087	-415734865920	69817344000	373351342080	NULL	NULL	NULL
50000088	426261012480	-71590010880	-2870154731520	NULL	NULL	NULL
50000089	-647718297600	-3480099102720	-1426886860800	NULL	NULL	NULL
50000090	905595248640	5880913920	465910702080	NULL	NULL	NULL
50000091	530475294720	3448627200	-3428896972800	NULL	NULL	NULL
50000092	-2898363801600	544402759680	-1753449308160	NULL	NULL	NULL
50000093	-1934907924480	363433943040	-608521297920	NULL	NULL	NULL
50000094	3933027164160	-738811699200	1626680401920	NULL	NULL	NULL
50000095	2775287193600	-2099440312320	3235651461120	NULL	NULL	NULL
50000096	-3807812689920	2783150776320	-838827171840	NULL	NULL	NULL
50000097	-54284328960	-963256320	27309465600	NULL	NULL	NULL
50000098	-391739842560	58101473280	211633152000	NULL	NULL	NULL
50000099	-391731978240	58118430720	211646423040	NULL	NULL	NULL
50000100	178022031360	-26455695360	-1625033072640	NULL	NULL	NULL
50000101	-2098599075840	2205523353600	1261063004160	NULL	NULL	NULL
